metric_key,metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,how_counted,reference_doc,status_note,source_row_ref
number_of_shows_cancelled,Number of shows cancelled,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,38
number_of_shows_cancelled,Number of shows cancelled,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,38
number_of_shows_cancelled,Number of shows cancelled,b2c_spb,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,39
number_of_shows_cancelled,Number of shows cancelled,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,40
number_of_shows_cancelled,Number of shows cancelled,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,40
number_of_source_attribution_responses,Number of source-attribution responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,72
number_of_source_attribution_responses,Number of source-attribution responses,b2c_moscow,general,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,73
number_of_source_attribution_responses,Number of source-attribution responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,74
number_of_source_attribution_responses,Number of source-attribution responses,b2c_spb,general,general,general,week,primary,erp,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,75
number_of_tickets,Number of tickets,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get where needed for show scope,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_tickets,Number of tickets,b2c_moscow,b2c_show_names,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get and aggregated by show+partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_show_partner_primary_2026_05_31
number_of_tickets,Number of tickets,b2c_moscow,b2c_show_names,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_tickets,Number of tickets,b2c_moscow,b2c_show_names,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_tickets,Number of tickets,b2c_moscow,general,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; aggregate by agent/partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_tickets,Number of tickets,b2c_moscow,general,b2c_partner_names,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_tickets,Number of tickets,b2c_moscow,general,b2c_partner_names,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_tickets,Number of tickets,b2c_moscow,general,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_tickets,Number of tickets,b2c_moscow,general,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_tickets,Number of tickets,b2c_moscow,general,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_tickets,Number of tickets,b2c_moscow,general,general,marketing_channel_names,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get where needed; used with channel overlay where available,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_tickets,Number of tickets,b2c_moscow,general,general,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_tickets,Number of tickets,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get where needed for show scope,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_tickets,Number of tickets,b2c_spb,b2c_show_names,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get and aggregated by show+partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_show_partner_primary_2026_05_31
number_of_tickets,Number of tickets,b2c_spb,b2c_show_names,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_tickets,Number of tickets,b2c_spb,b2c_show_names,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_tickets,Number of tickets,b2c_spb,general,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; aggregate by agent/partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_tickets,Number of tickets,b2c_spb,general,b2c_partner_names,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
number_of_tickets,Number of tickets,b2c_spb,general,b2c_partner_names,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
number_of_tickets,Number of tickets,b2c_spb,general,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
number_of_tickets,Number of tickets,b2c_spb,general,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
